continent,iso_code,location,year,month,weekday,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Europe,POL,Poland,2020,3,2,2020-03-04,,,,,,,
Europe,POL,Poland,2020,3,3,2020-03-05,,,,,,,
Europe,POL,Poland,2020,3,4,2020-03-06,,,,,,,
Europe,POL,Poland,2020,3,5,2020-03-07,,,,,,,
Europe,POL,Poland,2020,3,6,2020-03-08,,,,,,,
Europe,POL,Poland,2020,3,0,2020-03-09,,,,,,,
Europe,POL,Poland,2020,3,1,2020-03-10,,,,,,,
Europe,POL,Poland,2020,3,2,2020-03-11,,,,,,,
Europe,POL,Poland,2020,3,3,2020-03-12,,,,,,,
Europe,POL,Poland,2020,3,4,2020-03-13,,,,,,,
Europe,POL,Poland,2020,3,5,2020-03-14,,,,,,,
Europe,POL,Poland,2020,3,6,2020-03-15,,,,,,,
Europe,POL,Poland,2020,3,0,2020-03-16,,,,,,,
Europe,POL,Poland,2020,3,1,2020-03-17,,,,,,,
Europe,POL,Poland,2020,3,2,2020-03-18,,,,,,,
Europe,POL,Poland,2020,3,3,2020-03-19,,,,,,,
Europe,POL,Poland,2020,3,4,2020-03-20,,,,,,,
Europe,POL,Poland,2020,3,5,2020-03-21,,,,,,,
Europe,POL,Poland,2020,3,6,2020-03-22,,,,,,,
Europe,POL,Poland,2020,3,0,2020-03-23,,,,,,,
Europe,POL,Poland,2020,3,1,2020-03-24,,,,,,,
Europe,POL,Poland,2020,3,2,2020-03-25,,,,,,,
Europe,POL,Poland,2020,3,3,2020-03-26,,,,,,,
Europe,POL,Poland,2020,3,4,2020-03-27,,,,,,,
Europe,POL,Poland,2020,3,5,2020-03-28,,,,,,,
Europe,POL,Poland,2020,3,6,2020-03-29,,,,,,,
Europe,POL,Poland,2020,3,0,2020-03-30,,,,,,,
Europe,POL,Poland,2020,3,1,2020-03-31,,,,,,,
Europe,POL,Poland,2020,4,2,2020-04-01,,,,,,,
Europe,POL,Poland,2020,4,3,2020-04-02,,,,,,,
Europe,POL,Poland,2020,4,4,2020-04-03,,,,,,,
Europe,POL,Poland,2020,4,5,2020-04-04,,,,,,,
Europe,POL,Poland,2020,4,6,2020-04-05,,,,,,,
Europe,POL,Poland,2020,4,0,2020-04-06,,,,,,,
Europe,POL,Poland,2020,4,1,2020-04-07,,,,,,,
Europe,POL,Poland,2020,4,2,2020-04-08,,,,,,,
Europe,POL,Poland,2020,4,3,2020-04-09,,,,,,,
Europe,POL,Poland,2020,4,4,2020-04-10,,,,,,,
Europe,POL,Poland,2020,4,5,2020-04-11,,,,,,,
Europe,POL,Poland,2020,4,6,2020-04-12,,,,,,,
Europe,POL,Poland,2020,4,0,2020-04-13,,,,,,,
Europe,POL,Poland,2020,4,1,2020-04-14,,,,,,,
Europe,POL,Poland,2020,4,2,2020-04-15,,,,,,,
Europe,POL,Poland,2020,4,3,2020-04-16,,,,,,,
Europe,POL,Poland,2020,4,4,2020-04-17,,,,,,,
Europe,POL,Poland,2020,4,5,2020-04-18,,,,,,,
Europe,POL,Poland,2020,4,6,2020-04-19,,,,,,,
Europe,POL,Poland,2020,4,0,2020-04-20,,,,,,,
Europe,POL,Poland,2020,4,1,2020-04-21,,,,,,,
Europe,POL,Poland,2020,4,2,2020-04-22,,,,,,,
Europe,POL,Poland,2020,4,3,2020-04-23,,,,,,,
Europe,POL,Poland,2020,4,4,2020-04-24,,,,,,,
Europe,POL,Poland,2020,4,5,2020-04-25,,,,,,,
Europe,POL,Poland,2020,4,6,2020-04-26,,,,,,,
Europe,POL,Poland,2020,4,0,2020-04-27,,,,,,,
Europe,POL,Poland,2020,4,1,2020-04-28,,,,,,,
Europe,POL,Poland,2020,4,2,2020-04-29,,,,,,,
Europe,POL,Poland,2020,4,3,2020-04-30,,,,,,,
Europe,POL,Poland,2020,5,4,2020-05-01,,,,,,,
Europe,POL,Poland,2020,5,5,2020-05-02,,,,,,,
Europe,POL,Poland,2020,5,6,2020-05-03,,,,,,,
Europe,POL,Poland,2020,5,0,2020-05-04,,,,,,,
Europe,POL,Poland,2020,5,1,2020-05-05,,,,,,,
Europe,POL,Poland,2020,5,2,2020-05-06,,,,,,,
Europe,POL,Poland,2020,5,3,2020-05-07,,,,,,,
Europe,POL,Poland,2020,5,4,2020-05-08,,,,,,,
Europe,POL,Poland,2020,5,5,2020-05-09,,,,,,,
Europe,POL,Poland,2020,5,6,2020-05-10,,,,,,,
Europe,POL,Poland,2020,5,0,2020-05-11,,,,,,,
Europe,POL,Poland,2020,5,1,2020-05-12,,,,,,,
Europe,POL,Poland,2020,5,2,2020-05-13,,,,,,,
Europe,POL,Poland,2020,5,3,2020-05-14,,,,,,,
Europe,POL,Poland,2020,5,4,2020-05-15,,,,,,,
Europe,POL,Poland,2020,5,5,2020-05-16,,,,,,,
Europe,POL,Poland,2020,5,6,2020-05-17,,,,,,,
Europe,POL,Poland,2020,5,0,2020-05-18,,,,,,,
Europe,POL,Poland,2020,5,1,2020-05-19,,,,,,,
Europe,POL,Poland,2020,5,2,2020-05-20,,,,,,,
Europe,POL,Poland,2020,5,3,2020-05-21,,,,,,,
Europe,POL,Poland,2020,5,4,2020-05-22,,,,,,,
Europe,POL,Poland,2020,5,5,2020-05-23,,,,,,,
Europe,POL,Poland,2020,5,6,2020-05-24,,,,,,,
Europe,POL,Poland,2020,5,0,2020-05-25,,,,,,,
Europe,POL,Poland,2020,5,1,2020-05-26,,,,,,,
Europe,POL,Poland,2020,5,2,2020-05-27,,,,,,,
Europe,POL,Poland,2020,5,3,2020-05-28,,,,,,,
Europe,POL,Poland,2020,5,4,2020-05-29,,,,,,,
Europe,POL,Poland,2020,5,5,2020-05-30,,,,,,,
Europe,POL,Poland,2020,5,6,2020-05-31,,,,,,,
Europe,POL,Poland,2020,6,0,2020-06-01,,,,,,,
Europe,POL,Poland,2020,6,1,2020-06-02,,,,,,,
Europe,POL,Poland,2020,6,2,2020-06-03,,,,,,,
Europe,POL,Poland,2020,6,3,2020-06-04,,,,,,,
Europe,POL,Poland,2020,6,4,2020-06-05,,,,,,,
Europe,POL,Poland,2020,6,5,2020-06-06,,,,,,,
Europe,POL,Poland,2020,6,6,2020-06-07,,,,,,,
Europe,POL,Poland,2020,6,0,2020-06-08,,,,,,,
Europe,POL,Poland,2020,6,1,2020-06-09,,,,,,,
Europe,POL,Poland,2020,6,2,2020-06-10,,,,,,,
Europe,POL,Poland,2020,6,3,2020-06-11,,,,,,,
Europe,POL,Poland,2020,6,4,2020-06-12,,,,,,,
Europe,POL,Poland,2020,6,5,2020-06-13,,,,,,,
Europe,POL,Poland,2020,6,6,2020-06-14,,,,,,,
Europe,POL,Poland,2020,6,0,2020-06-15,,,,,,,
Europe,POL,Poland,2020,6,1,2020-06-16,,,,,,,
Europe,POL,Poland,2020,6,2,2020-06-17,,,,,,,
Europe,POL,Poland,2020,6,3,2020-06-18,,,,,,,
Europe,POL,Poland,2020,6,4,2020-06-19,,,,,,,
Europe,POL,Poland,2020,6,5,2020-06-20,,,,,,,
Europe,POL,Poland,2020,6,6,2020-06-21,,,,,,,
Europe,POL,Poland,2020,6,0,2020-06-22,,,,,,,
Europe,POL,Poland,2020,6,1,2020-06-23,,,,,,,
Europe,POL,Poland,2020,6,2,2020-06-24,,,,,,,
Europe,POL,Poland,2020,6,3,2020-06-25,,,,,,,
Europe,POL,Poland,2020,6,4,2020-06-26,,,,,,,
Europe,POL,Poland,2020,6,5,2020-06-27,,,,,,,
Europe,POL,Poland,2020,6,6,2020-06-28,,,,,,,
Europe,POL,Poland,2020,6,0,2020-06-29,,,,,,,
Europe,POL,Poland,2020,6,1,2020-06-30,,,,,,,
Europe,POL,Poland,2020,7,2,2020-07-01,,,,,,,
Europe,POL,Poland,2020,7,3,2020-07-02,,,,,,,
Europe,POL,Poland,2020,7,4,2020-07-03,,,,,,,
Europe,POL,Poland,2020,7,5,2020-07-04,,,,,,,
Europe,POL,Poland,2020,7,6,2020-07-05,,,,,,,
Europe,POL,Poland,2020,7,0,2020-07-06,,,,,,,
Europe,POL,Poland,2020,7,1,2020-07-07,,,,,,,
Europe,POL,Poland,2020,7,2,2020-07-08,,,,,,,
Europe,POL,Poland,2020,7,3,2020-07-09,,,,,,,
Europe,POL,Poland,2020,7,4,2020-07-10,,,,,,,
Europe,POL,Poland,2020,7,5,2020-07-11,,,,,,,
Europe,POL,Poland,2020,7,6,2020-07-12,,,,,,,
Europe,POL,Poland,2020,7,0,2020-07-13,,,,,,,
Europe,POL,Poland,2020,7,1,2020-07-14,,,,,,,
Europe,POL,Poland,2020,7,2,2020-07-15,,,,,,,
Europe,POL,Poland,2020,7,3,2020-07-16,,,,,,,
Europe,POL,Poland,2020,7,4,2020-07-17,,,,,,,
Europe,POL,Poland,2020,7,5,2020-07-18,,,,,,,
Europe,POL,Poland,2020,7,6,2020-07-19,,,,,,,
Europe,POL,Poland,2020,7,0,2020-07-20,,,,,,,
Europe,POL,Poland,2020,7,1,2020-07-21,,,,,,,
Europe,POL,Poland,2020,7,2,2020-07-22,,,,,,,
Europe,POL,Poland,2020,7,3,2020-07-23,,,,,,,
Europe,POL,Poland,2020,7,4,2020-07-24,,,,,,,
Europe,POL,Poland,2020,7,5,2020-07-25,,,,,,,
Europe,POL,Poland,2020,7,6,2020-07-26,,,,,,,
Europe,POL,Poland,2020,7,0,2020-07-27,,,,,,,
Europe,POL,Poland,2020,7,1,2020-07-28,,,,,,,
Europe,POL,Poland,2020,7,2,2020-07-29,,,,,,,
Europe,POL,Poland,2020,7,3,2020-07-30,,,,,,,
Europe,POL,Poland,2020,7,4,2020-07-31,,,,,,,
Europe,POL,Poland,2020,8,5,2020-08-01,,,,,,,
Europe,POL,Poland,2020,8,6,2020-08-02,,,,,,,
Europe,POL,Poland,2020,8,0,2020-08-03,,,,,,,
Europe,POL,Poland,2020,8,1,2020-08-04,,,,,,,
Europe,POL,Poland,2020,8,2,2020-08-05,,,,,,,
Europe,POL,Poland,2020,8,3,2020-08-06,,,,,,,
Europe,POL,Poland,2020,8,4,2020-08-07,,,,,,,
Europe,POL,Poland,2020,8,5,2020-08-08,,,,,,,
Europe,POL,Poland,2020,8,6,2020-08-09,,,,,,,
Europe,POL,Poland,2020,8,0,2020-08-10,,,,,,,
Europe,POL,Poland,2020,8,1,2020-08-11,,,,,,,
Europe,POL,Poland,2020,8,2,2020-08-12,,,,,,,
Europe,POL,Poland,2020,8,3,2020-08-13,,,,,,,
Europe,POL,Poland,2020,8,4,2020-08-14,,,,,,,
Europe,POL,Poland,2020,8,5,2020-08-15,,,,,,,
Europe,POL,Poland,2020,8,6,2020-08-16,,,,,,,
Europe,POL,Poland,2020,8,0,2020-08-17,,,,,,,
Europe,POL,Poland,2020,8,1,2020-08-18,,,,,,,
Europe,POL,Poland,2020,8,2,2020-08-19,,,,,,,
Europe,POL,Poland,2020,8,3,2020-08-20,,,,,,,
Europe,POL,Poland,2020,8,4,2020-08-21,,,,,,,
