continent,iso_code,location,year,month,weekday,date,gdp_per_capita,extreme_poverty,life_expectancy,human_development_index
Asia,PSE,Palestine,2020,3,3,2020-03-05,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,4,2020-03-06,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,5,2020-03-07,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,6,2020-03-08,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,0,2020-03-09,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,1,2020-03-10,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,2,2020-03-11,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,3,2020-03-12,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,4,2020-03-13,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,5,2020-03-14,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,6,2020-03-15,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,0,2020-03-16,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,1,2020-03-17,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,2,2020-03-18,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,3,2020-03-19,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,4,2020-03-20,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,5,2020-03-21,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,6,2020-03-22,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,0,2020-03-23,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,1,2020-03-24,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,2,2020-03-25,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,3,2020-03-26,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,4,2020-03-27,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,5,2020-03-28,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,6,2020-03-29,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,0,2020-03-30,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,3,1,2020-03-31,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,2,2020-04-01,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,3,2020-04-02,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,4,2020-04-03,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,5,2020-04-04,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,6,2020-04-05,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,0,2020-04-06,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,1,2020-04-07,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,2,2020-04-08,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,3,2020-04-09,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,4,2020-04-10,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,5,2020-04-11,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,6,2020-04-12,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,0,2020-04-13,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,1,2020-04-14,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,2,2020-04-15,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,3,2020-04-16,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,4,2020-04-17,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,5,2020-04-18,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,6,2020-04-19,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,0,2020-04-20,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,1,2020-04-21,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,2,2020-04-22,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,3,2020-04-23,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,4,2020-04-24,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,5,2020-04-25,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,6,2020-04-26,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,0,2020-04-27,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,1,2020-04-28,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,2,2020-04-29,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,4,3,2020-04-30,4449.898,1.0,74.05,0.708
Asia,PSE,Palestine,2020,5,4,2020-05-01,4449.898,1.0,74.05,0.708
