continent,iso_code,location,year,month,weekday,date,gdp_per_capita,extreme_poverty,life_expectancy,human_development_index
Asia,QAT,Qatar,2020,2,5,2020-02-29,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,6,2020-03-01,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,0,2020-03-02,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,1,2020-03-03,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,2,2020-03-04,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,3,2020-03-05,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,4,2020-03-06,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,5,2020-03-07,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,6,2020-03-08,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,0,2020-03-09,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,1,2020-03-10,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,2,2020-03-11,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,3,2020-03-12,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,4,2020-03-13,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,5,2020-03-14,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,6,2020-03-15,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,0,2020-03-16,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,1,2020-03-17,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,2,2020-03-18,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,3,2020-03-19,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,4,2020-03-20,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,5,2020-03-21,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,6,2020-03-22,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,0,2020-03-23,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,1,2020-03-24,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,2,2020-03-25,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,3,2020-03-26,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,4,2020-03-27,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,5,2020-03-28,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,6,2020-03-29,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,0,2020-03-30,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,3,1,2020-03-31,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,2,2020-04-01,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,3,2020-04-02,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,4,2020-04-03,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,5,2020-04-04,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,6,2020-04-05,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,0,2020-04-06,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,1,2020-04-07,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,2,2020-04-08,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,3,2020-04-09,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,4,2020-04-10,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,5,2020-04-11,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,6,2020-04-12,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,0,2020-04-13,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,1,2020-04-14,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,2,2020-04-15,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,3,2020-04-16,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,4,2020-04-17,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,5,2020-04-18,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,6,2020-04-19,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,0,2020-04-20,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,1,2020-04-21,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,2,2020-04-22,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,3,2020-04-23,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,4,2020-04-24,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,5,2020-04-25,116935.6,,80.23,0.848
Asia,QAT,Qatar,2020,4,6,2020-04-26,116935.6,,80.23,0.848
