continent,iso_code,location,year,month,weekday,date,population,population_density,median_age,aged_65_older,aged_70_older
Europe,POL,Poland,2020,3,2,2020-03-04,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,3,2020-03-05,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,4,2020-03-06,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,5,2020-03-07,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,6,2020-03-08,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,0,2020-03-09,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,1,2020-03-10,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,2,2020-03-11,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,3,2020-03-12,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,4,2020-03-13,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,5,2020-03-14,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,6,2020-03-15,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,0,2020-03-16,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,1,2020-03-17,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,2,2020-03-18,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,3,2020-03-19,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,4,2020-03-20,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,5,2020-03-21,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,6,2020-03-22,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,0,2020-03-23,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,1,2020-03-24,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,2,2020-03-25,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,3,2020-03-26,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,4,2020-03-27,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,5,2020-03-28,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,6,2020-03-29,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,0,2020-03-30,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,3,1,2020-03-31,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,2,2020-04-01,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,3,2020-04-02,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,4,2020-04-03,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,5,2020-04-04,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,6,2020-04-05,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,0,2020-04-06,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,1,2020-04-07,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,2,2020-04-08,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,3,2020-04-09,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,4,2020-04-10,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,5,2020-04-11,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,6,2020-04-12,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,0,2020-04-13,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,1,2020-04-14,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,2,2020-04-15,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,3,2020-04-16,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,4,2020-04-17,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,5,2020-04-18,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,6,2020-04-19,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,0,2020-04-20,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,1,2020-04-21,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,2,2020-04-22,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,3,2020-04-23,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,4,2020-04-24,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,5,2020-04-25,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,6,2020-04-26,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,0,2020-04-27,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,1,2020-04-28,37846605.0,124.027,41.8,16.763,10.202
Europe,POL,Poland,2020,4,2,2020-04-29,37846605.0,124.027,41.8,16.763,10.202
